1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1339,0.0,3.0,No,504,LwQ,525,294,Unf,1958.0,1339,TA,7560,70.0,0.0,0,6,5,1029,1958,1965,139000
1228,0.0,2.0,Mn,767,GLQ,461,472,Fin,1988.0,1228,Gd,4671,40.0,0.0,120,5,8,1228,1988,1989,189000
778,0.0,2.0,No,403,ALQ,212,924,Unf,1966.0,778,TA,6900,71.0,0.0,25,6,5,740,1940,1955,120500
1040,0.0,3.0,No,616,Rec,424,0,None,1984.0,1040,TA,8430,60.0,136.0,0,5,5,1040,1978,1978,124000
948,980.0,5.0,Mn,0,Unf,686,0,None,1984.0,1928,TA,7082,70.0,0.0,0,8,5,686,1916,1995,160000
1338,1296.0,6.0,No,500,LwQ,748,968,Unf,1969.0,2634,TA,11643,91.0,368.0,0,5,5,1248,1969,1969,200000
1251,0.0,3.0,No,553,GLQ,698,461,Unf,1964.0,1251,TA,8800,80.0,425.0,116,6,6,1251,1964,1964,160000
1476,677.0,3.0,Mn,904,GLQ,536,736,Fin,2000.0,2153,Ex,11050,70.0,204.0,142,5,9,1440,2000,2000,313000
1787,0.0,3.0,Gd,0,GLQ,1753,748,RFn,2001.0,1787,Gd,14781,70.0,178.0,150,5,8,1753,2001,2002,275000
864,0.0,2.0,No,41,BLQ,823,0,None,1984.0,864,TA,8248,45.0,0.0,0,3,3,864,1914,1950,67000
1114,0.0,2.8131868131868134,No,646,GLQ,468,576,Unf,2004.0,1114,Gd,13695,66.0,0.0,102,5,5,1114,2004,2004,159000
1652,0.0,2.0,Av,1196,GLQ,298,499,RFn,2000.0,1652,Ex,5330,41.0,0.0,48,5,8,1494,2000,2000,251000
1040,0.0,2.0,None,0,None,0,400,Unf,1987.0,1040,TA,8544,60.0,0.0,0,4,3,0,1950,1950,92900
784,0.0,2.0,No,784,ALQ,0,0,None,1984.0,784,Gd,6130,50.0,0.0,0,6,5,784,1924,1950,109500
1842,0.0,0.0,Gd,1810,GLQ,32,894,Fin,1981.0,1842,Gd,50271,68.0,0.0,72,5,9,1842,1981,1987,385000
1465,915.0,3.0,No,187,LwQ,111,596,Unf,1965.0,2380,TA,18450,70.0,113.0,265,5,6,1021,1965,1979,129000
1411,0.0,3.0,No,822,ALQ,564,544,Fin,1977.0,1411,TA,11900,85.0,209.0,0,5,7,1386,1977,1977,82500
1553,1177.0,4.0,Gd,28,LwQ,0,576,Unf,1987.0,2730,Gd,10380,86.0,172.0,96,5,7,1502,1986,1987,301000
1656,0.0,3.0,Av,24,GLQ,1632,826,Unf,2006.0,1656,Gd,11096,84.0,0.0,146,5,8,1656,2006,2006,249700
630,0.0,1.0,Av,495,ALQ,135,0,None,1984.0,630,TA,1890,21.0,0.0,0,7,4,630,1972,1972,81000
1472,0.0,3.0,Av,1036,GLQ,336,588,Unf,1980.0,1472,TA,14115,70.0,225.0,48,5,7,1372,1980,1980,187500
1392,0.0,2.0,No,0,Unf,1392,576,RFn,1968.0,1392,TA,13560,120.0,216.0,0,3,6,1392,1968,1968,110000
1001,634.0,2.0,No,0,Unf,485,255,Unf,1950.0,1635,Gd,5310,59.0,0.0,0,8,6,485,1910,2003,117000
864,0.0,3.0,Mn,360,Rec,504,288,RFn,1972.0,864,TA,9560,120.0,0.0,0,7,5,864,1972,1972,128500
1506,0.0,2.0,Gd,16,GLQ,1346,440,Unf,2005.0,1506,Gd,3013,43.0,145.0,20,5,7,1362,2005,2005,213490
1006,1040.0,3.0,No,866,GLQ,132,871,RFn,2003.0,2046,Gd,10625,85.0,292.0,62,5,7,998,2003,2004,284000
1454,482.0,3.0,No,0,Unf,1406,504,RFn,2000.0,1936,Gd,11194,106.0,40.0,124,5,8,1406,2000,2000,230500
1888,0.0,2.0,No,247,GLQ,557,578,Fin,1966.0,1888,Gd,16492,137.0,0.0,0,6,6,1517,1966,2002,190000
1236,0.0,3.0,No,465,BLQ,447,288,Unf,1961.0,1236,TA,6993,65.0,0.0,0,7,5,912,1961,1994,135000
1370,0.0,3.0,No,0,Unf,1090,479,RFn,1976.0,1370,TA,10400,80.0,189.0,0,5,7,1090,1976,1976,152000
1040,0.0,2.0,None,0,None,0,400,Unf,1949.0,1040,TA,8544,70.0,340.0,0,4,3,0,1949,1950,87500
575,560.0,3.0,No,350,ALQ,0,576,RFn,1971.0,1135,Gd,7200,60.0,0.0,0,9,7,560,1936,2007,155000
864,0.0,3.0,No,432,ALQ,432,0,None,1984.0,864,TA,10500,70.0,0.0,0,5,4,864,1971,1971,115000
1099,0.0,3.0,No,0,Unf,1099,352,Unf,1999.0,1099,Gd,9525,75.0,0.0,0,6,5,1099,1995,2006,144000
979,871.0,3.0,No,595,GLQ,378,467,Fin,1994.0,1850,Gd,29959,70.0,0.0,98,6,7,973,1994,1994,248000
825,587.0,4.0,No,0,Unf,780,280,Unf,1939.0,1412,TA,6000,50.0,0.0,0,6,6,780,1939,1950,132500
896,896.0,4.0,No,0,Unf,896,0,None,1984.0,1792,TA,9000,60.0,0.0,45,5,5,896,1974,1974,136000
833,0.0,2.0,No,415,Rec,418,326,Unf,1955.0,833,Gd,5400,90.0,0.0,0,7,5,833,1954,2000,117000
1152,0.0,2.8131868131868134,None,0,None,0,0,None,1984.0,1152,Fa,6040,65.0,0.0,0,5,4,0,1955,1955,82000
1478,0.0,3.0,No,1270,BLQ,208,498,Unf,1960.0,1478,TA,17600,70.0,30.0,40,5,6,1478,1960,1960,157500
720,564.0,2.0,No,312,LwQ,408,240,Unf,1948.0,1284,TA,3500,50.0,0.0,35,7,5,720,1947,1950,110000
892,783.0,3.0,No,0,Unf,841,502,Fin,1999.0,1675,TA,24682,70.0,0.0,103,5,6,841,1999,1999,181000
936,840.0,3.0,None,0,Unf,936,474,RFn,2002.0,1776,Gd,14006,65.0,144.0,96,5,7,936,2002,2002,192500
920,866.0,3.0,Mn,486,GLQ,434,608,RFn,2001.0,1786,Gd,11250,68.0,162.0,42,5,7,920,2001,2002,223500
1262,0.0,3.0,Gd,978,ALQ,284,460,RFn,1976.0,1262,TA,9600,80.0,0.0,0,8,6,1262,1976,1976,181500
1088,0.0,2.0,No,0,Unf,1074,461,RFn,1987.0,1088,Gd,3696,70.0,0.0,74,5,8,1074,1986,1986,170000
1360,0.0,1.0,Av,1036,GLQ,184,565,RFn,1984.0,1360,Gd,5814,70.0,0.0,0,5,8,1220,1984,1984,187500
770,812.0,3.0,No,490,GLQ,280,520,RFn,2004.0,1582,Gd,8320,64.0,0.0,45,5,7,770,2004,2004,185900
976,332.0,2.0,No,428,Rec,300,256,Unf,1940.0,1308,TA,9600,130.0,0.0,70,7,5,728,1940,1950,160000
1431,0.0,3.0,Av,560,GLQ,871,666,Fin,1999.0,1431,Gd,9017,68.0,0.0,35,5,7,1431,1999,1999,192000
1429,0.0,3.0,No,594,BLQ,331,572,Unf,1960.0,1429,Gd,14585,70.0,85.0,110,6,6,1144,1960,1987,181900
1095,844.0,3.0,Mn,0,Unf,1095,1053,RFn,2006.0,1939,Gd,10728,84.0,0.0,51,5,8,1095,2006,2006,266000
864,0.0,2.0,No,0,Unf,864,0,None,1984.0,864,TA,4060,56.0,0.0,96,8,5,864,1922,1950,99900
1426,1519.0,3.0,Gd,0,Unf,1410,641,Fin,2006.0,2945,Gd,13682,66.0,1031.0,0,5,10,1410,2006,2006,438780
1314,0.0,3.0,Mn,936,GLQ,364,552,RFn,2009.0,1314,Gd,8640,72.0,72.0,112,5,8,1300,2009,2009,229456
1836,0.0,3.0,No,24,GLQ,1836,484,Fin,2004.0,1836,Gd,9100,70.0,0.0,33,5,7,1860,2004,2005,216837
866,0.0,2.0,No,329,ALQ,357,0,None,1984.0,866,Gd,3880,40.0,0.0,42,9,5,686,1945,1997,110500
1569,0.0,1.0,No,988,GLQ,398,660,Unf,2007.0,1569,Gd,3635,51.0,130.0,20,5,7,1386,2007,2007,175900
1690,1589.0,4.0,Gd,1416,ALQ,234,841,Fin,2003.0,3279,Ex,53504,47.0,603.0,36,5,8,1650,2003,2003,538000
4692,950.0,3.0,Gd,5644,GLQ,466,1418,Fin,2008.0,5642,Ex,63887,313.0,796.0,292,5,10,6110,2008,2008,160000
983,756.0,3.0,No,649,GLQ,321,480,Fin,1999.0,1739,Gd,2645,24.0,456.0,0,5,8,970,1999,2000,172500
755,755.0,4.0,Mn,0,Unf,755,296,Unf,1940.0,1510,TA,9084,60.0,0.0,0,5,4,755,1940,1950,108000
1050,745.0,4.0,No,0,Unf,1050,352,Unf,1954.0,1795,TA,12150,81.0,335.0,0,5,5,1050,1954,1954,131500
694,600.0,3.0,None,0,None,0,0,None,1984.0,1294,TA,10800,60.0,0.0,114,7,4,0,1900,2000,106250
2084,0.0,2.0,Av,1636,GLQ,442,1220,Fin,2007.0,2084,Ex,14803,114.0,816.0,45,5,10,2078,2007,2008,385000
1766,0.0,2.8131868131868134,Mn,1121,GLQ,645,478,Fin,2009.0,1766,Ex,9187,85.0,162.0,130,5,9,1766,2009,2009,370878
2000,704.0,4.0,Gd,1410,GLQ,542,538,Fin,1972.0,2704,Ex,13860,75.0,0.0,111,7,8,1952,1972,1995,345000
520,0.0,1.0,No,0,Unf,520,240,Unf,1920.0,520,Fa,6324,60.0,0.0,0,6,4,520,1927,1950,68500
1020,1037.0,3.0,No,223,Rec,794,180,Fin,1936.0,2057,Gd,11500,86.0,0.0,0,7,7,1017,1936,1987,250000
1694,0.0,2.8131868131868134,Av,0,Unf,1694,776,Unf,2008.0,1694,Gd,10475,64.0,72.0,33,5,8,1694,2008,2008,245350
842,630.0,3.0,Mn,0,Unf,702,250,Unf,1925.0,1472,Gd,9600,60.0,0.0,0,8,5,702,1925,1994,125000
1276,804.0,3.0,No,0,Unf,1276,282,Unf,1926.0,2080,Gd,10918,53.0,0.0,0,9,7,1276,1926,2004,234000
988,517.0,3.0,No,399,Rec,484,240,Unf,1940.0,1505,TA,9144,70.0,0.0,0,5,5,883,1940,1982,145000
1586,0.0,3.0,No,0,GLQ,1362,435,Unf,1979.0,1586,TA,17043,48.0,0.0,0,5,6,1362,1979,1998,181000
929,929.0,5.0,No,0,Unf,755,0,None,1984.0,2229,TA,5520,92.0,0.0,198,6,6,755,1912,1950,104000
956,1128.0,4.0,No,656,GLQ,300,618,RFn,2004.0,2084,Gd,10142,76.0,0.0,45,5,7,956,2004,2004,233000
1080,672.0,4.0,Av,427,GLQ,132,492,RFn,1988.0,1752,TA,12134,152.0,0.0,12,7,8,559,1988,2005,164000
960,780.0,3.0,No,410,BLQ,390,240,Unf,1940.0,1740,TA,13125,75.0,0.0,0,6,7,800,1940,1984,219500
847,1101.0,2.8131868131868134,No,0,Unf,847,434,Unf,2004.0,1948,Gd,12393,41.0,0.0,48,5,7,847,2004,2005,195000
897,439.0,3.0,No,637,Rec,0,570,Unf,1994.0,1336,TA,11040,60.0,0.0,47,6,4,637,1920,1950,108000
894,0.0,3.0,No,894,ALQ,0,552,Unf,1975.0,894,TA,9800,70.0,0.0,0,7,5,894,1972,1972,149900
1980,0.0,3.0,Av,1447,GLQ,533,770,Fin,2004.0,1980,Ex,16737,129.0,66.0,45,5,9,1980,2004,2005,315000
753,741.0,3.0,No,547,BLQ,224,213,Unf,1942.0,1494,Gd,7500,70.0,0.0,0,7,6,771,1942,1950,177500
1048,0.0,3.0,No,580,BLQ,333,288,Unf,1962.0,1558,TA,10930,60.0,0.0,0,6,5,913,1945,1950,140000
1294,0.0,2.0,Av,0,Unf,1286,662,RFn,2006.0,1294,Gd,6762,64.0,0.0,55,5,7,1286,2006,2006,193879
2136,0.0,4.0,No,756,LwQ,1380,528,Unf,1951.0,2136,TA,10680,89.0,44.0,30,3,5,2136,1951,1951,137900
672,546.0,2.8131868131868134,No,317,BLQ,355,264,Unf,1972.0,1218,TA,1680,21.0,281.0,28,7,6,672,1972,1972,118000
1719,0.0,1.0,Gd,1619,GLQ,100,473,Fin,1993.0,1719,Gd,10846,32.0,0.0,30,5,8,1719,1993,1993,324000
2402,0.0,2.0,Gd,1767,GLQ,788,672,Fin,2008.0,2402,Ex,15431,105.0,200.0,72,5,10,3094,2008,2008,555000
1664,862.0,5.0,No,168,Rec,0,216,Unf,1916.0,2526,Gd,8520,60.0,0.0,15,7,6,714,1916,1950,136000
708,0.0,2.0,No,280,LwQ,140,0,Unf,1984.0,708,Fa,5330,50.0,0.0,0,7,4,420,1940,1950,82500
581,530.0,3.0,No,0,Unf,530,288,Unf,1935.0,1111,Fa,7200,60.0,0.0,0,7,5,530,1920,1996,101000
