1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1010,1257.0,4.0,1,0,1,1010,390,2,2002.0,2267,3,8068,69.0,0.0,46,5,6,1010,2002,2002,200000
811,741.0,3.0,1,550,5,163,434,2,1975.0,1552,2,11475,85.0,0.0,208,6,6,713,1975,1975,179900
864,0.0,2.0,1,524,5,160,576,1,1989.0,864,2,10500,70.0,0.0,0,6,4,864,1971,1971,97000
2392,0.0,3.0,4,56,6,2336,968,3,2003.0,2392,4,13472,103.0,922.0,105,5,10,2392,2003,2003,386250
630,672.0,3.0,1,0,1,630,280,1,1991.0,1302,2,1680,21.0,142.0,0,5,5,630,1971,1971,112000
1214,1306.0,4.0,1,565,6,638,721,1,1995.0,2520,3,9950,82.0,290.0,114,5,7,1203,1995,1995,290000
483,504.0,2.86921381337252,1,321,3,162,280,1,1987.0,987,2,1869,21.0,127.0,0,6,6,483,1970,1970,106000
912,0.0,3.0,1,842,5,70,336,1,1974.0,912,2,8521,70.0,0.0,0,5,5,912,1967,1967,125000
1555,0.0,2.0,3,16,6,1357,430,3,2005.0,1555,3,3182,43.0,16.0,20,5,7,1373,2005,2006,192500
1194,0.0,3.0,1,0,1,1194,312,2,1959.0,1194,2,8760,73.0,220.0,0,6,6,1194,1959,1959,148000
1490,1304.0,4.0,1,689,1,773,810,3,1995.0,2794,4,15138,174.0,506.0,146,5,8,1462,1995,1996,403000
483,504.0,2.0,1,0,1,483,288,1,1972.0,987,2,1680,21.0,297.0,0,5,6,483,1972,1972,94500
894,0.0,3.0,3,182,2,0,308,1,1976.0,894,2,10650,75.0,0.0,0,6,5,894,1976,1976,128200
860,1100.0,4.0,1,625,6,235,440,3,2002.0,1960,3,7851,69.0,0.0,48,5,6,860,2002,2002,216500
483,0.0,2.0,1,358,5,125,264,1,1971.0,987,2,1680,21.0,604.0,0,3,6,483,1971,1971,89500
1414,0.0,3.0,3,24,6,1390,494,2,2004.0,1414,3,8773,65.0,98.0,105,5,7,1414,2004,2004,185500
1014,730.0,3.0,1,402,4,594,457,2,1993.0,1744,3,9453,69.0,0.0,70,7,7,996,1993,2003,194500
1694,0.0,3.0,1,0,1,1694,818,3,2007.0,1694,3,12030,93.0,254.0,228,5,8,1694,2007,2007,318000
798,0.0,3.0,1,94,2,641,220,1,1949.0,1487,2,8741,52.0,0.0,140,4,6,735,1945,1950,113000
1566,0.0,3.0,3,1078,6,488,750,2,2008.0,1566,3,9000,75.0,36.0,168,5,8,1566,2008,2008,262500
866,0.0,2.0,1,329,5,357,0,0,1980.0,866,3,3880,40.0,0.0,42,9,5,686,1945,1997,110500
889,551.0,3.0,1,0,1,540,352,1,1940.0,1440,2,5000,63.0,0.0,0,4,5,540,1900,1950,79000
626,591.0,3.0,1,0,1,626,288,2,1980.0,1217,2,10762,75.0,0.0,28,6,6,626,1980,1980,120000
1222,888.0,3.0,1,695,6,253,463,2,1994.0,2110,3,8880,69.0,0.0,130,5,7,948,1994,2002,205000
1872,0.0,3.0,3,929,6,916,604,1,1988.0,1872,2,10400,80.0,102.0,39,5,7,1845,1988,1988,241500
908,1020.0,4.0,1,0,1,1020,440,1,1910.0,1928,1,9142,69.0,0.0,60,8,6,1020,1910,1950,137000
1375,0.0,2.0,1,0,1,1367,451,1,1954.0,1375,2,11310,75.0,0.0,30,5,6,1367,1954,1954,140000
840,828.0,3.0,1,0,1,840,500,2,2003.0,1668,3,11317,72.0,101.0,68,5,7,840,2003,2003,180000
1444,700.0,4.0,4,697,3,747,389,3,1958.0,2144,3,159000,69.0,472.0,98,7,6,1444,1958,2006,277000
1306,0.0,3.0,1,0,1,728,0,0,1980.0,1306,1,5350,55.0,0.0,0,2,3,728,1940,1966,76500
1625,0.0,2.0,4,1573,1,0,538,1,2006.0,1625,3,4750,44.0,481.0,0,5,8,1573,2006,2007,235000
798,842.0,3.0,1,0,1,798,520,2,2004.0,1640,3,8366,65.0,0.0,45,5,6,798,2004,2004,173000
1302,0.0,3.0,4,270,2,452,309,2,1964.0,1302,3,9350,85.0,108.0,0,7,6,1302,1964,1991,158000
1314,0.0,3.0,1,922,3,392,294,2,1957.0,1314,2,8400,70.0,0.0,0,6,5,1314,1957,1957,145000
1005,1286.0,4.0,1,0,1,975,429,3,1999.0,2291,3,8738,66.0,302.0,0,5,7,975,1999,1999,230000
864,864.0,3.0,1,503,3,361,673,2,2003.0,1728,3,8791,64.0,0.0,56,5,6,864,2003,2003,207500
1604,0.0,3.0,1,1334,6,270,660,2,2006.0,1604,3,8814,68.0,180.0,110,5,7,1604,2006,2006,220000
963,829.0,3.0,1,361,6,602,564,2,2001.0,1792,3,12435,80.0,172.0,96,5,7,963,2001,2001,231500
882,0.0,2.0,0,0,0,0,308,1,1956.0,882,2,12702,70.0,0.0,45,5,5,0,1956,1956,97000
1382,0.0,3.0,4,672,3,0,884,1,1991.0,1382,2,19296,120.0,399.0,0,5,6,1362,1962,1962,176000
1482,1092.0,3.0,1,0,1,1482,868,3,2007.0,2574,4,9588,69.0,270.0,148,5,8,1482,2007,2007,276000
1212,0.0,3.0,3,506,5,0,492,1,1978.0,1212,2,8471,88.0,46.0,12,7,6,506,1977,1995,151000
926,0.0,3.0,1,234,2,0,484,1,1974.0,1316,2,5500,50.0,0.0,0,7,5,926,1929,2001,130000
764,0.0,2.0,1,0,1,680,504,1,1965.0,764,2,5232,30.0,0.0,0,5,5,680,1925,2004,73000
1422,0.0,3.0,1,588,1,606,576,3,1981.0,1422,3,12090,78.0,210.0,0,6,6,1422,1981,1981,175500
802,709.0,3.0,3,714,6,88,413,3,1997.0,1511,2,11207,70.0,0.0,75,5,6,802,1997,1997,185000
1052,720.0,4.0,1,378,1,342,240,1,1939.0,2192,3,8400,60.0,0.0,24,8,5,720,1939,1997,179500
778,0.0,2.0,1,403,5,212,924,1,1966.0,778,2,6900,71.0,0.0,25,6,5,740,1940,1955,120500
1113,0.0,3.0,1,751,4,392,504,2,1987.0,1113,2,7917,69.0,174.0,30,7,6,1143,1976,1976,148000
1095,844.0,3.0,2,0,1,1095,1053,2,2006.0,1939,3,10728,84.0,0.0,51,5,8,1095,2006,2006,266000
1363,0.0,2.0,4,226,2,96,439,1,1954.0,1363,2,39104,73.0,0.0,0,7,7,1385,1954,2005,241500
1164,1106.0,4.0,1,524,6,628,671,3,1999.0,2270,3,11764,92.0,348.0,57,7,8,1152,1999,2007,290000
1632,0.0,3.0,1,620,3,0,338,2,1958.0,1632,2,9600,80.0,183.0,0,6,6,1240,1958,1988,139000
816,0.0,2.86921381337252,4,546,5,270,264,1,1982.0,816,2,8314,76.0,0.0,0,7,5,816,1982,1982,124500
952,596.0,2.86921381337252,1,0,1,952,672,1,1978.0,1548,4,7264,55.0,0.0,0,7,7,952,1925,2007,205000
1560,0.0,3.0,1,0,1,1560,573,3,2003.0,1560,3,9196,129.0,0.0,150,5,7,1560,2003,2003,201000
864,0.0,2.0,1,120,2,744,400,1,1951.0,864,2,19138,140.0,0.0,0,5,4,864,1951,1951,141000
2121,0.0,3.0,4,0,1,2121,732,3,2007.0,2121,4,14450,107.0,315.0,98,5,9,2121,2006,2007,415298
1156,866.0,4.0,1,392,4,768,505,3,1977.0,2022,2,10005,83.0,299.0,117,5,7,1160,1977,1977,192000
1175,807.0,3.0,3,421,6,386,575,1,1989.0,1982,3,11287,82.0,340.0,84,6,7,807,1989,1989,228500
1262,0.0,2.86921381337252,1,905,6,357,572,1,2006.0,1262,3,7200,60.0,68.0,120,5,6,1262,2006,2006,185000
1314,0.0,2.0,1,904,6,410,626,2,2008.0,1314,3,5063,34.0,166.0,62,5,7,1314,2007,2008,207500
1468,0.0,3.0,1,0,1,1468,898,3,2008.0,1468,3,9612,74.0,72.0,150,5,8,1468,2008,2009,244600
1575,0.0,2.86921381337252,1,430,6,1145,529,2,1992.0,1575,3,8012,50.0,0.0,0,5,6,1575,1992,1992,179200
625,625.0,2.0,1,0,1,625,528,2,2006.0,1250,3,4251,35.0,0.0,54,5,7,625,2006,2007,164700
1085,649.0,3.0,1,600,3,312,440,1,1962.0,1734,3,9786,77.0,0.0,0,7,6,912,1962,1981,159000
858,0.0,3.0,1,614,4,244,0,0,1980.0,858,2,8125,69.0,0.0,0,4,4,858,1971,1971,88000
900,0.0,3.0,1,450,4,432,280,1,1970.0,900,2,9819,69.0,31.0,0,5,5,882,1967,1967,122000
698,698.0,3.0,1,0,1,698,384,1,2003.0,1396,2,8730,60.0,0.0,0,7,6,698,1915,2003,153575
1079,840.0,3.0,3,0,1,1079,685,2,2006.0,1919,3,15611,120.0,0.0,51,5,8,1079,2006,2006,233230
936,780.0,6.0,1,210,1,570,0,0,1980.0,1716,1,5687,55.0,0.0,184,6,5,780,1912,2000,135900
1148,568.0,3.0,1,292,2,476,281,1,1949.0,1716,2,11409,60.0,0.0,0,4,5,768,1949,2008,131000
1468,795.0,3.0,1,795,5,0,539,3,1977.0,2263,3,16659,69.0,34.0,250,7,7,795,1977,1994,235000
1644,0.0,3.0,1,1285,6,131,418,3,1953.0,1644,2,9600,80.0,238.0,0,5,6,1416,1953,1953,167000
1003,0.0,3.0,3,819,6,184,588,1,1984.0,1003,2,7937,37.0,0.0,0,6,6,1003,1984,1984,142500
910,648.0,4.0,1,420,4,490,282,1,1950.0,1558,2,13710,75.0,0.0,0,5,5,910,1950,1950,152000
975,975.0,3.0,1,649,1,326,576,2,1997.0,1950,3,7399,66.0,1600.0,10,5,7,975,1997,1998,239000
1041,702.0,3.0,1,384,5,143,539,1,1968.0,1743,2,11700,90.0,365.0,0,6,6,702,1968,1968,175000
1152,0.0,3.0,1,0,1,1092,300,1,1950.0,1152,3,14000,80.0,0.0,36,8,6,1092,1950,2004,158500
1336,0.0,2.0,2,841,4,324,375,1,1953.0,1336,2,15750,90.0,56.0,0,5,5,1165,1953,1953,157000
1210,1242.0,4.0,1,281,1,747,683,3,1998.0,2452,3,16226,66.0,0.0,50,5,8,1028,1998,1999,267000
1541,0.0,3.0,1,0,1,1541,843,2,2001.0,1541,3,13704,118.0,150.0,81,5,7,1541,2001,2002,205000
894,0.0,3.0,1,894,5,0,552,1,1975.0,894,2,9800,70.0,0.0,0,7,5,894,1972,1972,149900
1675,1818.0,3.0,1,0,1,1470,870,1,2003.0,3493,3,18386,87.0,0.0,0,9,7,1470,1880,2002,295000
2000,0.0,3.0,1,1464,6,536,888,1,2004.0,2000,3,10386,80.0,246.0,0,5,8,2000,2004,2005,305900
1122,1121.0,4.0,1,700,5,0,746,2,1990.0,2243,3,13474,116.0,246.0,44,5,7,700,1990,1991,225000
1035,371.0,3.0,1,0,1,319,0,0,1980.0,1406,1,7920,69.0,0.0,144,7,6,319,1920,1950,89500
861,0.0,1.0,1,262,4,599,539,1,1961.0,861,2,12342,69.0,0.0,0,5,4,861,1940,1950,82500
1944,0.0,3.0,4,1274,1,622,708,3,2003.0,1944,4,12378,90.0,0.0,175,5,9,1896,2003,2004,360000
697,804.0,3.0,1,518,5,179,420,3,1993.0,1501,3,7685,69.0,112.0,63,5,6,697,1993,1994,165600
972,0.0,2.0,1,680,5,292,240,1,1948.0,972,2,8000,50.0,0.0,0,6,6,972,1948,2002,132000
793,325.0,3.0,2,507,3,286,410,1,1939.0,1118,2,7800,65.0,0.0,0,7,5,793,1939,1950,119900
2036,0.0,3.0,4,1236,5,80,513,2,1965.0,2036,2,215245,150.0,0.0,0,5,7,2136,1965,1965,375000
832,809.0,3.0,1,16,2,712,546,1,1925.0,1641,4,9600,60.0,0.0,0,7,7,728,1925,1990,178000
716,716.0,2.86921381337252,1,425,1,291,432,3,2004.0,1432,3,7795,71.0,0.0,51,5,7,716,2004,2005,188500
1153,0.0,4.0,1,692,6,153,484,2,1983.0,2353,4,13005,94.0,278.0,195,7,7,845,1980,1980,260000
1088,871.0,3.0,3,0,1,1088,1025,2,2006.0,1959,3,9000,75.0,0.0,46,5,8,1088,2006,2006,270000
1372,1274.0,2.86921381337252,4,987,6,360,656,2,1993.0,2646,3,9900,90.0,256.0,60,5,7,1347,1993,1993,260000
1472,0.0,3.0,3,1036,6,336,588,1,1980.0,1472,2,14115,69.0,225.0,48,5,7,1372,1980,1980,187500
1249,1347.0,4.0,3,0,1,1249,840,2,2006.0,2596,3,16259,111.0,370.0,154,5,9,1249,2006,2006,342643
1136,1332.0,4.0,3,970,6,166,872,1,2004.0,2468,3,12099,99.0,388.0,154,5,8,1136,2004,2004,354000
1553,1177.0,4.0,4,28,2,0,576,1,1987.0,2730,3,10380,86.0,172.0,96,5,7,1502,1986,1987,301000
1163,0.0,3.0,1,256,5,906,220,1,1955.0,1163,2,5820,49.0,0.0,98,8,3,1162,1955,2005,126175
1898,1080.0,5.0,1,0,1,710,564,3,1961.0,2978,3,11275,96.0,300.0,0,7,7,710,1967,2007,242000
803,0.0,2.0,3,116,4,604,360,1,1941.0,803,2,5000,50.0,0.0,0,6,5,720,1941,1950,87000
1719,0.0,1.0,4,1619,6,100,473,3,1993.0,1719,3,10846,32.0,0.0,30,5,8,1719,1993,1993,324000
1383,0.0,3.0,1,565,3,818,292,1,1960.0,1383,2,11600,80.0,175.0,45,5,6,1383,1960,1960,145250
1445,689.0,5.0,1,0,1,844,441,1,1930.0,2134,3,11888,69.0,0.0,60,6,6,844,1916,1994,214500
596,596.0,3.0,2,0,1,596,189,1,1920.0,1192,2,6402,60.0,0.0,0,5,5,596,1920,1950,78000
1728,0.0,6.0,1,40,6,1424,352,1,2002.0,1728,2,10624,69.0,84.0,0,4,5,1728,1964,1964,119000
1056,0.0,3.0,1,846,3,210,308,2,1958.0,1056,2,8176,70.0,0.0,0,6,5,1056,1958,1992,139000
1629,0.0,3.0,1,1124,6,1603,880,1,2003.0,1629,3,10655,85.0,296.0,0,5,8,3206,2003,2004,284000
1358,0.0,2.0,3,720,6,638,484,2,2004.0,1358,3,8198,59.0,146.0,30,5,7,1358,2004,2004,207000
943,0.0,3.0,4,828,6,115,472,3,1998.0,1638,2,9042,59.0,0.0,38,5,6,943,1998,1998,192000
1619,167.0,3.0,4,1249,1,103,529,3,1965.0,1786,2,164660,69.0,0.0,0,6,5,1499,1965,1965,228950
1922,0.0,3.0,4,1249,6,673,676,3,2005.0,1922,3,14157,86.0,200.0,51,5,9,1922,2005,2006,377426
1536,0.0,3.0,3,810,6,726,532,2,2002.0,1536,3,9135,70.0,113.0,74,5,7,1536,2002,2003,214000
1621,0.0,3.0,2,213,5,995,440,1,1984.0,1621,3,14145,91.0,0.0,45,7,7,1208,1984,1998,202500
1215,0.0,3.0,1,585,3,630,297,1,1958.0,1215,2,12400,66.0,176.0,0,7,6,1215,1958,1998,155000
993,915.0,4.0,1,0,1,967,431,3,2002.0,1908,3,14191,85.0,0.0,0,5,8,967,2002,2002,202900
841,0.0,2.0,1,0,1,721,294,1,1950.0,841,2,8400,60.0,0.0,0,4,4,721,1950,1950,82000
1040,0.0,2.0,0,0,0,0,400,1,1949.0,1040,2,8544,69.0,340.0,0,4,3,0,1949,1950,87500
1684,0.0,2.0,1,28,6,1656,564,2,2005.0,1684,4,8849,63.0,616.0,72,5,9,1684,2005,2005,266000
536,576.0,3.0,1,129,3,175,336,1,1976.0,1112,2,2592,36.0,0.0,0,3,5,536,1976,1976,85000
972,605.0,3.0,1,0,1,972,312,1,1939.0,1577,1,6435,65.0,0.0,0,5,6,972,1939,1950,140200
958,0.0,2.0,2,498,4,460,301,2,1960.0,958,2,12772,69.0,0.0,0,8,6,958,1960,1998,151500
1478,0.0,3.0,1,1270,4,208,498,1,1960.0,1478,2,17600,69.0,30.0,40,5,6,1478,1960,1960,157500
764,862.0,2.0,1,573,6,191,474,2,2003.0,1626,3,2448,36.0,106.0,27,5,7,764,2003,2004,154000
1848,880.0,4.0,1,1410,6,438,706,3,2006.0,2728,4,20431,56.0,870.0,0,5,9,1848,2005,2006,437154
1869,0.0,2.0,1,0,1,1869,617,2,2007.0,1869,4,7820,68.0,362.0,54,5,9,1869,2007,2007,318061
1453,0.0,2.86921381337252,4,1082,6,371,445,2,1986.0,1453,3,5271,69.0,0.0,80,5,7,1453,1986,1986,190000
616,495.0,3.0,2,236,2,0,200,1,1941.0,1111,2,9084,60.0,0.0,0,6,5,616,1941,1950,95000
720,0.0,2.0,1,0,1,624,484,1,2005.0,720,2,8520,60.0,0.0,0,8,6,624,1928,2003,105900
1192,403.0,2.0,1,388,2,552,240,1,1940.0,1595,2,8400,60.0,0.0,0,5,6,940,1940,2000,140000
1200,0.0,3.0,1,334,5,322,521,2,1995.0,1200,3,11249,105.0,0.0,26,5,6,1200,1995,1995,177500
1167,0.0,3.0,1,560,6,598,400,2,1992.0,1167,3,9248,69.0,106.0,26,6,6,1158,1992,1992,173000
1142,0.0,3.0,1,874,5,268,528,3,1976.0,1142,2,4224,44.0,0.0,90,5,5,1142,1976,1976,134000
1352,0.0,3.0,3,300,4,468,288,1,1958.0,1352,3,6930,92.0,120.0,0,4,5,1062,1958,1958,130000
1086,838.0,3.0,3,956,6,130,592,2,1998.0,1924,3,12011,78.0,530.0,75,5,8,1086,1998,1998,280000
912,0.0,2.0,3,773,6,115,470,2,1978.0,912,2,7540,69.0,0.0,0,6,6,888,1978,1978,156000
988,517.0,3.0,1,399,3,484,240,1,1940.0,1505,2,9144,69.0,0.0,0,5,5,883,1940,1982,145000
495,1427.0,4.0,0,0,1,0,672,2,2003.0,1922,3,7301,64.0,500.0,0,5,7,0,2003,2003,198500
483,504.0,2.86921381337252,1,162,5,321,264,1,1972.0,987,3,1680,21.0,510.0,0,8,6,483,1972,2007,118000
790,784.0,3.0,2,712,6,84,566,3,1976.0,1574,2,18800,69.0,120.0,111,5,6,796,1976,1976,190000
672,672.0,3.0,1,456,3,216,468,1,1964.0,1344,2,10690,59.0,0.0,128,7,5,672,1920,1997,147000
1394,0.0,3.0,1,609,4,785,514,2,1963.0,1394,2,9500,69.0,247.0,76,5,6,1394,1963,1963,159000
1431,0.0,3.0,4,371,6,728,296,2,1962.0,1431,2,9150,101.0,305.0,110,5,6,1099,1962,1962,165000
1268,0.0,2.0,1,540,2,728,244,3,1954.0,1268,2,7800,78.0,200.0,98,6,5,1268,1954,1954,132000
1287,0.0,3.0,1,72,5,733,576,3,1997.0,1287,3,9830,69.0,0.0,17,7,5,1063,1959,2006,162000
953,711.0,3.0,1,0,1,953,460,2,2000.0,1664,2,8121,69.0,0.0,40,5,6,953,2000,2000,172400
1120,468.0,4.0,0,0,0,0,680,3,1991.0,1588,2,17120,80.0,0.0,59,4,4,0,1959,1959,134432
752,0.0,2.0,1,623,5,0,264,1,1984.0,752,2,7175,50.0,0.0,0,5,6,744,1984,1984,125000
1319,0.0,3.0,1,428,4,0,270,1,1953.0,1319,2,10634,79.0,0.0,0,6,5,608,1953,1953,123000
847,1081.0,4.0,1,0,1,847,434,3,2003.0,1928,3,8200,65.0,0.0,48,5,7,847,2003,2004,219500
904,0.0,1.0,4,350,4,333,0,0,1980.0,904,1,10020,69.0,0.0,0,1,1,683,1922,1950,61000
914,0.0,2.0,3,298,6,572,576,1,1998.0,914,2,8846,57.0,0.0,0,5,5,870,1996,1996,148000
1580,886.0,4.0,1,0,1,1580,610,2,2004.0,2466,3,11143,102.0,0.0,214,5,8,1580,2004,2005,340000
1856,0.0,1.0,3,1445,6,411,834,3,2010.0,1856,4,11394,88.0,350.0,0,2,9,1856,2010,2010,394432
1007,793.0,3.0,1,0,1,982,463,3,2000.0,1800,2,8123,60.0,16.0,63,5,6,982,2000,2000,179000
1026,665.0,3.0,1,218,2,808,308,1,1924.0,1691,3,5000,50.0,0.0,0,6,5,1026,1924,1950,127000
1301,0.0,2.0,1,0,1,1293,572,2,2006.0,1301,3,7200,60.0,0.0,121,5,7,1293,2006,2006,187750
939,858.0,3.0,3,0,1,939,639,1,2006.0,1797,3,9245,79.0,0.0,53,5,7,939,2006,2006,213500
784,0.0,2.0,1,0,1,784,360,1,1950.0,784,2,9000,60.0,0.0,0,3,6,784,1928,1950,76000
1079,874.0,3.0,3,985,6,595,501,3,1992.0,1953,3,53107,69.0,0.0,231,5,6,1580,1992,1992,240000
1269,0.0,2.0,1,24,6,1232,430,3,2004.0,1269,3,3182,43.0,16.0,20,5,8,1256,2004,2005,192000
658,526.0,5.0,1,0,1,658,0,0,1980.0,1184,2,8410,58.0,0.0,151,3,5,658,1910,1996,81000
1125,0.0,2.86921381337252,3,631,5,410,352,1,1977.0,1125,2,7200,72.0,255.0,0,6,6,1041,1976,1976,125000
1479,0.0,3.0,1,0,1,1468,577,2,1999.0,1479,3,9382,93.0,125.0,25,5,7,1468,1999,2000,191000
1742,590.0,3.0,3,1280,6,402,846,3,2008.0,2332,4,12474,96.0,272.0,134,5,10,1682,2007,2008,426000
961,406.0,4.0,1,241,3,229,384,1,1978.0,1367,2,8405,50.0,0.0,130,8,5,861,1900,1950,119000
804,1157.0,3.0,1,690,5,114,560,3,2001.0,1961,3,12209,71.0,0.0,192,5,6,804,2001,2002,215000
882,0.0,3.0,0,0,0,0,294,2,1959.0,882,2,8339,69.0,0.0,0,7,5,0,1959,1959,106500
788,0.0,2.0,1,266,3,522,0,0,1980.0,788,2,7446,69.0,0.0,0,5,4,788,1941,1950,100000
735,299.0,2.0,1,0,1,735,240,1,1940.0,1034,2,10134,60.0,0.0,39,6,5,735,1940,1950,109000
1144,0.0,2.86921381337252,3,739,4,405,596,1,1956.0,1144,2,9571,68.0,0.0,0,6,5,1144,1956,1956,129000
894,0.0,2.0,3,777,3,117,600,2,1985.0,894,2,7200,60.0,0.0,0,5,5,894,1972,1972,123000
876,936.0,4.0,1,540,5,324,264,2,1962.0,1812,2,7590,69.0,288.0,168,5,5,864,1962,1962,169500
1077,0.0,2.0,1,0,1,961,338,1,1920.0,1077,2,8967,60.0,0.0,0,2,5,961,1920,1950,67000
1112,438.0,2.0,1,812,6,280,438,3,2007.0,1550,3,8125,65.0,100.0,168,5,7,1092,2006,2007,241000
1288,0.0,1.0,1,786,6,474,500,3,1996.0,1288,4,14963,38.0,0.0,30,5,8,1260,1996,1996,245500
1310,0.0,3.0,3,24,6,1286,400,3,2005.0,1310,3,8767,65.0,0.0,0,5,7,1310,2005,2005,164990
672,0.0,2.0,1,0,1,672,240,1,1940.0,672,2,10200,60.0,0.0,0,8,5,672,1940,1997,108000
1165,0.0,4.0,1,0,1,1141,420,3,1998.0,2263,3,12090,93.0,650.0,123,5,8,1141,1998,1998,258000
806,766.0,3.0,1,0,1,806,373,3,1995.0,1572,2,10364,69.0,0.0,40,5,6,806,1995,1996,168000
1620,0.0,3.0,1,1116,4,165,490,1,1993.0,1620,2,9991,69.0,0.0,78,4,4,1281,1976,1993,150000
1166,0.0,3.0,1,0,1,1064,240,1,1936.0,1639,2,10480,51.0,0.0,0,5,6,1064,1936,1950,115000
840,840.0,2.86921381337252,1,0,1,840,308,1,1960.0,1680,2,15576,63.0,0.0,0,7,6,840,1915,1976,177000
1071,1101.0,2.86921381337252,1,0,1,1063,947,2,2006.0,2172,3,14154,109.0,350.0,62,5,7,1063,2006,2006,280000
1050,1028.0,3.0,1,789,6,245,836,3,2008.0,2078,4,10800,85.0,100.0,102,5,8,1034,2007,2008,339750
1276,0.0,2.86921381337252,1,0,1,1276,350,1,1958.0,1276,2,9571,68.0,0.0,0,3,5,1276,1958,1958,60000
1056,0.0,3.0,2,1056,3,0,572,3,1955.0,1056,2,34650,100.0,0.0,0,5,5,1056,1955,1955,145000
1478,0.0,2.0,3,578,6,892,484,3,2009.0,1478,3,4403,69.0,432.0,144,5,7,1470,2009,2009,222000
1028,0.0,2.0,1,0,1,1008,360,1,1927.0,1028,2,8960,56.0,0.0,0,6,5,1008,1927,1950,115000
1080,1017.0,3.0,1,50,4,499,678,1,1993.0,2097,3,11228,59.0,0.0,187,5,7,1080,1993,1993,228000
1340,0.0,3.0,3,24,6,1316,396,3,2007.0,1340,3,8899,73.0,0.0,30,5,7,1340,2007,2007,181134
672,728.0,2.86921381337252,1,209,5,463,440,3,1978.0,1400,2,7844,74.0,203.0,0,7,6,672,1978,1978,149500
1370,1254.0,4.0,1,1128,4,242,864,1,1918.0,2624,2,22420,86.0,0.0,0,6,6,1370,1918,1950,239000
756,378.0,3.0,1,312,5,444,240,1,1940.0,1134,2,8160,60.0,0.0,0,6,5,756,1940,1950,126000
1056,0.0,3.0,1,775,4,281,304,1,1968.0,1056,2,8450,65.0,0.0,85,6,5,1056,1968,1968,142000
1344,0.0,2.86921381337252,4,1309,6,35,784,3,1997.0,1344,2,7060,78.0,200.0,0,5,7,1344,1997,1998,206300
1602,0.0,3.0,1,1246,5,356,529,3,1977.0,1602,3,16635,69.0,126.0,0,7,6,1602,1977,2000,215000
988,0.0,2.0,1,0,1,988,520,2,1954.0,988,2,21750,100.0,0.0,0,5,5,988,1954,1954,113000
1470,0.0,4.0,1,986,6,484,696,1,1998.0,2630,3,9200,80.0,473.0,66,5,8,1470,1998,1998,315000
1196,0.0,2.0,1,616,2,580,297,2,1956.0,1196,2,9000,72.0,74.0,44,5,6,1196,1956,1956,139000
707,682.0,3.0,1,0,1,651,240,1,1947.0,1389,2,3378,60.0,0.0,0,8,7,651,1946,1992,135000
1644,0.0,2.0,4,1518,6,0,569,3,1989.0,1644,3,12800,69.0,145.0,0,5,7,1518,1989,1989,275000
907,0.0,3.0,1,288,3,619,352,1,1964.0,907,2,8593,77.0,0.0,0,6,4,907,1957,1957,109008
1208,0.0,2.0,1,664,6,544,628,2,2007.0,1208,3,6762,64.0,108.0,54,5,7,1208,2007,2007,195400
1412,0.0,3.0,2,1005,6,387,576,1,1988.0,1412,3,11457,130.0,0.0,0,5,6,1392,1988,1988,175000
483,504.0,2.0,1,387,5,96,264,1,1971.0,987,2,1680,21.0,232.0,0,5,6,483,1971,1971,85400
1088,110.0,4.0,1,0,1,901,0,1,1980.0,1198,2,5586,60.0,0.0,98,7,6,901,1920,1998,79900
765,600.0,2.0,1,471,5,294,440,1,1971.0,1365,2,1920,24.0,376.0,36,5,5,765,1971,1971,122500
926,678.0,3.0,1,0,1,926,470,3,1997.0,1604,2,10839,100.0,0.0,36,5,6,926,1997,1998,181000
630,0.0,1.0,3,495,5,135,0,0,1980.0,630,2,1890,21.0,0.0,0,7,4,630,1972,1972,81000
827,834.0,3.0,3,385,6,70,550,2,1996.0,1661,3,10667,43.0,0.0,61,6,7,799,1996,1996,212000
734,0.0,2.0,1,0,1,648,440,1,1990.0,1118,2,4400,40.0,0.0,0,8,6,648,1920,1950,116000
904,0.0,2.0,1,0,1,884,180,1,1926.0,904,2,6000,50.0,0.0,0,7,6,884,1926,2004,119000
694,0.0,2.86921381337252,1,365,2,75,352,1,1990.0,694,3,4280,40.0,0.0,0,6,5,440,1913,2002,90350
684,512.0,3.0,2,0,1,684,528,1,2005.0,1196,3,12354,67.0,0.0,46,8,6,684,1920,2000,110000
2402,0.0,2.0,4,1767,6,788,672,3,2008.0,2402,4,15431,105.0,200.0,72,5,10,3094,2008,2008,555000
1440,0.0,4.0,1,133,5,1307,0,0,1980.0,1440,1,12108,92.0,270.0,0,4,4,1440,1955,1955,118000
1128,445.0,3.0,1,0,1,1078,360,1,1930.0,1573,2,6240,52.0,0.0,0,7,5,1078,1930,1992,162900
1258,0.0,2.0,3,0,1,1258,648,3,2007.0,1258,3,3922,53.0,72.0,16,5,7,1258,2006,2007,172500
933,975.0,4.0,1,642,6,273,493,1,1994.0,1908,3,8750,70.0,0.0,133,5,7,915,1994,1995,210000
